Country,ISO_Code,Level,GDLCODE,Region,"2015","2016","2017","2018"
"Eswatini","SWZ","Subnat","SWZr104","Lubombo",6.10,6.04,5.99,
"Eswatini","SWZ","Subnat","SWZr102","Manzini",5.75,5.69,5.62,
"Eswatini","SWZ","Subnat","SWZr103","Shiselweni",6.72,6.62,6.53,
"Ethiopia","ETH","National","ETHt","Total",5.85,5.83,5.81,5.79
"Ethiopia","ETH","Urb/rur","ETHtu","Urban",4.87,4.81,4.75,4.69
"Ethiopia","ETH","Urb/rur","ETHtr","Rural",6.04,6.02,6.00,5.98
"Ethiopia","ETH","Poverty","ETHp1","Poor",5.93,5.92,5.91,5.89
"Ethiopia","ETH","Poverty","ETHp0","Nonpoor",5.14,5.08,5.02,4.95
"Ethiopia","ETH","Wealth quartiles","ETHw41","Lowest 25%",5.92,5.91,5.90,5.90
"Ethiopia","ETH","Wealth quartiles","ETHw42","Second 25%",5.98,5.96,5.94,5.92
"Ethiopia","ETH","Wealth quartiles","ETHw43","Third 25%",6.14,6.10,6.06,6.02
"Ethiopia","ETH","Wealth quartiles","ETHw44","Highest 25%",5.26,5.25,5.24,5.23
"Ethiopia","ETH","Subnat","ETHr110","Addis",4.98,4.95,4.92,4.90
"Ethiopia","ETH","Subnat","ETHr102","Affar",6.10,6.05,6.00,5.95
"Ethiopia","ETH","Subnat","ETHr103","Amhara",5.33,5.22,5.11,4.99
"Ethiopia","ETH","Subnat","ETHr106","Ben-Gumz",5.66,5.60,5.54,5.48
"Ethiopia","ETH","Subnat","ETHr111","Dire Dawa",5.70,5.75,5.80,5.85
"Ethiopia","ETH","Subnat","ETHr108","Gambela",5.69,5.44,5.19,4.93
"Ethiopia","ETH","Subnat","ETHr109","Harari",5.30,5.24,5.18,5.12
"Ethiopia","ETH","Subnat","ETHr104","Oromiya",6.14,6.18,6.22,6.26
"Ethiopia","ETH","Subnat","ETHr107","SNNP",6.01,6.00,5.99,5.97
"Ethiopia","ETH","Subnat","ETHr105","Somali",6.61,6.51,6.41,6.31
"Ethiopia","ETH","Subnat","ETHr101","Tigray",5.63,5.56,5.49,5.42
"Gabon","GAB","National","GABt","Total",6.03,,,
"Gabon","GAB","Urb/rur","GABtu","Urban",6.01,,,
"Gabon","GAB","Urb/rur","GABtr","Rural",6.11,,,
"Gabon","GAB","Poverty","GABp1","Poor",5.95,,,
"Gabon","GAB","Poverty","GABp0","Nonpoor",5.93,,,
"Gabon","GAB","Wealth quartiles","GABw41","Lowest 25%",6.52,,,
"Gabon","GAB","Wealth quartiles","GABw42","Second 25%",6.19,,,
"Gabon","GAB","Wealth quartiles","GABw43","Third 25%",5.42,,,
"Gabon","GAB","Wealth quartiles","GABw44","Highest 25%",5.98,,,
"Gabon","GAB","Subnat","GABr101","Estuaire",6.66,,,
"Gabon","GAB","Subnat","GABr102","Haut Ogooue",6.82,,,
"Gabon","GAB","Subnat","GABr110","Libreville-Port Gentil",5.40,,,
"Gabon","GAB","Subnat","GABr103","Moyen Ogooue",5.43,,,
"Gabon","GAB","Subnat","GABr104","Ngounie",7.12,,,
"Gabon","GAB","Subnat","GABr105","Nyanga",6.69,,,
"Gabon","GAB","Subnat","GABr106","Ogooue Ivindo",8.81,,,
"Gabon","GAB","Subnat","GABr107","Ogooue Lolo",7.77,,,
"Gabon","GAB","Subnat","GABr108","Ogooue Maritime",4.73,,,
"Gabon","GAB","Subnat","GABr109","Woleu Ntem",5.74,,,
"Gambia","GMB","National","GMBt","Total",14.2,14.4,,
"Gambia","GMB","Urb/rur","GMBtu","Urban",12.5,12.8,,
"Gambia","GMB","Urb/rur","GMBtr","Rural",16.3,16.5,,
"Gambia","GMB","Poverty","GMBp1","Poor",13.9,14.2,,
"Gambia","GMB","Poverty","GMBp0","Nonpoor",14.2,14.2,,
"Gambia","GMB","Wealth quartiles","GMBw41","Lowest 25%",9.82,9.65,,
"Gambia","GMB","Wealth quartiles","GMBw42","Second 25%",17.6,18.2,,
"Gambia","GMB","Wealth quartiles","GMBw43","Third 25%",15.3,15.4,,
"Gambia","GMB","Wealth quartiles","GMBw44","Highest 25%",12.8,12.9,,
"Gambia","GMB","Subnat","GMBr101","Banjul LGA",9.32,9.47,,
"Gambia","GMB","Subnat","GMBr107","Central River, Janjabureh LGA",16.6,16.6,,
"Gambia","GMB","Subnat","GMBr106","Central River, Kuntaur LGA",17.0,17.3,,
"Gambia","GMB","Subnat","GMBr102","Kanifing LGA",11.3,11.5,,
"Gambia","GMB","Subnat","GMBr104","Lower River, Mansakonko LGA",8.64,7.68,,
"Gambia","GMB","Subnat","GMBr105","North Bank, Kerewan LGA",13.4,13.8,,
"Gambia","GMB","Subnat","GMBr108","Upper River, Basse LGA",20.4,20.4,,
"Gambia","GMB","Subnat","GMBr103","Western, Brikama LGA",14.0,14.5,,
"Ghana","GHA","National","GHAt","Total",5.09,4.99,4.90,
"Ghana","GHA","Urb/rur","GHAtu","Urban",4.51,4.39,4.28,
"Ghana","GHA","Urb/rur","GHAtr","Rural",5.66,5.59,5.52,
"Ghana","GHA","Poverty","GHAp1","Poor",5.36,5.29,5.22,
"Ghana","GHA","Poverty","GHAp0","Nonpoor",4.86,4.77,4.68,
"Ghana","GHA","Wealth quartiles","GHAw41","Lowest 25%",6.33,6.27,6.21,
"Ghana","GHA","Wealth quartiles","GHAw42","Second 25%",4.82,4.71,4.60,
"Ghana","GHA","Wealth quartiles","GHAw43","Third 25%",4.34,4.19,4.03,
"Ghana","GHA","Wealth quartiles","GHAw44","Highest 25%",4.29,4.22,4.14,
"Ghana","GHA","Subnat","GHAr106","Ashanti",5.10,5.15,5.19,
"Ghana","GHA","Subnat","GHAr107","Brong Ahafo",4.88,4.64,4.39,
"Ghana","GHA","Subnat","GHAr102","Central",4.80,4.70,4.61,
"Ghana","GHA","Subnat","GHAr105","Eastern",4.56,4.53,4.50,
"Ghana","GHA","Subnat","GHAr103","Greater Accra",4.40,4.36,4.32,
"Ghana","GHA","Subnat","GHAr108","Northern",7.71,7.68,7.66,
"Ghana","GHA","Subnat","GHAr110","Upper East",5.78,5.55,5.33,
"Ghana","GHA","Subnat","GHAr109","Upper West",5.61,5.22,4.82,
"Ghana","GHA","Subnat","GHAr104","Volta",4.76,4.54,4.33,
"Ghana","GHA","Subnat","GHAr101","Western",4.55,4.35,4.15,
"Guinea","GIN","National","GINt","Total",8.32,8.26,8.20,8.14
"Guinea","GIN","Urb/rur","GINtu","Urban",8.61,8.56,8.52,8.47
"Guinea","GIN","Urb/rur","GINtr","Rural",8.17,8.10,8.03,7.96
"Guinea","GIN","Poverty","GINp1","Poor",7.98,7.91,7.85,7.78
"Guinea","GIN","Poverty","GINp0","Nonpoor",9.07,9.01,8.96,8.90
"Guinea","GIN","Wealth quartiles","GINw41","Lowest 25%",7.36,7.35,7.33,7.32
"Guinea","GIN","Wealth quartiles","GINw42","Second 25%",8.29,8.16,8.02,7.89
"Guinea","GIN","Wealth quartiles","GINw43","Third 25%",8.60,8.54,8.48,8.42
"Guinea","GIN","Wealth quartiles","GINw44","Highest 25%",8.91,8.88,8.86,8.83
"Guinea","GIN","Subnat","GINr101","Boke",7.90,8.02,8.14,8.26
"Guinea","GIN","Subnat","GINr102","Conakry",8.72,8.56,8.41,8.26
"Guinea","GIN","Subnat","GINr103","Faranah",9.10,9.10,9.10,9.10
"Guinea","GIN","Subnat","GINr104","Kankan",8.73,8.73,8.74,8.74
"Guinea","GIN","Subnat","GINr105","Kindia",8.32,8.11,7.90,7.69
"Guinea","GIN","Subnat","GINr106","Labe",7.11,7.10,7.09,7.08
"Guinea","GIN","Subnat","GINr107","Mamou",6.81,6.82,6.83,6.84
"Guinea","GIN","Subnat","GINr108","N Zerekore",8.70,8.65,8.60,8.55
"Guinea Bissau","GNB","National","GNBt","Total",9.82,9.82,9.83,
"Guinea Bissau","GNB","Urb/rur","GNBtu","Urban",9.55,9.56,9.57,
"Guinea Bissau","GNB","Urb/rur","GNBtr","Rural",10.0,10.0,10.0,
"Guinea Bissau","GNB","Poverty","GNBp1","Poor",9.64,9.64,9.65,
"Guinea Bissau","GNB","Poverty","GNBp0","Nonpoor",10.6,10.6,10.5,
"Guinea Bissau","GNB","Wealth quartiles","GNBw41","Lowest 25%",8.28,8.25,8.21,
"Guinea Bissau","GNB","Wealth quartiles","GNBw42","Second 25%",10.8,10.8,10.9,
"Guinea Bissau","GNB","Wealth quartiles","GNBw43","Third 25%",10.1,10.1,10.1,
"Guinea Bissau","GNB","Wealth quartiles","GNBw44","Highest 25%",9.79,9.78,9.76,
"Guinea Bissau","GNB","Subnat","GNBr106","Bafata",11.3,11.4,11.5,
"Guinea Bissau","GNB","Subnat","GNBr104","Biombo",9.02,9.03,9.03,
"Guinea Bissau","GNB","Subnat","GNBr109","Bissau",9.60,9.62,9.64,
"Guinea Bissau","GNB","Subnat","GNBr105","Bolama",7.37,7.09,6.82,
"Guinea Bissau","GNB","Subnat","GNBr108","Cacheu",7.18,6.84,6.50,
"Guinea Bissau","GNB","Subnat","GNBr107","Gabu",8.12,7.83,7.53,
"Guinea Bissau","GNB","Subnat","GNBr103","Oio",12.4,12.7,12.9,
"Guinea Bissau","GNB","Subnat","GNBr102","Quinara",10.5,10.9,11.3,
"Guinea Bissau","GNB","Subnat","GNBr101","Tombali",10.2,10.5,10.8,
"Kenya","KEN","National","KENt","Total",5.42,5.38,5.33,
"Kenya","KEN","Urb/rur","KENtu","Urban",4.67,4.71,4.75,
"Kenya","KEN","Urb/rur","KENtr","Rural",5.88,5.86,5.83,
"Kenya","KEN","Poverty","KENp1","Poor",5.72,5.69,5.67,
"Kenya","KEN","Poverty","KENp0","Nonpoor",4.74,4.71,4.68,
"Kenya","KEN","Wealth quartiles","KENw41","Lowest 25%",6.10,6.07,6.03,
"Kenya","KEN","Wealth quartiles","KENw42","Second 25%",5.61,5.52,5.44,
"Kenya","KEN","Wealth quartiles","KENw43","Third 25%",5.04,4.98,4.91,
"Kenya","KEN","Wealth quartiles","KENw44","Highest 25%",4.71,4.77,4.83,
"Kenya","KEN","Subnat","KENr102","Central",4.28,4.21,4.14,
"Kenya","KEN","Subnat","KENr103","Coast",6.14,6.18,6.23,
"Kenya","KEN","Subnat","KENr104","Eastern",5.32,5.26,5.21,
"Kenya","KEN","Subnat","KENr101","Nairobi",4.08,4.06,4.05,
"Kenya","KEN","Subnat","KENr108","North Eastern",7.37,7.50,7.64,
"Kenya","KEN","Subnat","KENr105","Nyanza",5.69,5.66,5.63,
"Kenya","KEN","Subnat","KENr106","Rift Valley",5.60,5.54,5.49,
"Kenya","KEN","Subnat","KENr107","Western",6.04,5.97,5.91,
"Lesotho","LSO","National","LSOt","Total",5.48,5.36,5.24,
"Lesotho","LSO","Urb/rur","LSOtu","Urban",4.54,4.47,4.40,
"Lesotho","LSO","Urb/rur","LSOtr","Rural",5.83,5.71,5.58,
"Lesotho","LSO","Poverty","LSOp1","Poor",5.56,5.45,5.33,
"Lesotho","LSO","Poverty","LSOp0","Nonpoor",5.29,5.18,5.06,
"Lesotho","LSO","Wealth quartiles","LSOw41","Lowest 25%",5.58,5.38,5.18,
"Lesotho","LSO","Wealth quartiles","LSOw42","Second 25%",5.87,5.78,5.69,
"Lesotho","LSO","Wealth quartiles","LSOw43","Third 25%",5.33,5.21,5.08,
"Lesotho","LSO","Wealth quartiles","LSOw44","Highest 25%",5.11,5.07,5.04,
"Lesotho","LSO","Subnat","LSOr103","Berea",5.51,5.46,5.41,
"Lesotho","LSO","Subnat","LSOr101","Butha-Buthe",5.40,5.27,5.13,
"Lesotho","LSO","Subnat","LSOr102","Leribe",5.49,5.35,5.22,
"Lesotho","LSO","Subnat","LSOr105","Mafeteng",4.92,4.70,4.48,
"Lesotho","LSO","Subnat","LSOr104","Maseru",4.94,4.80,4.65,
"Lesotho","LSO","Subnat","LSOr106","Mohale s Hoek",5.92,5.84,5.75,
"Lesotho","LSO","Subnat","LSOr109","Mokhotlong",6.32,6.32,6.31,
"Lesotho","LSO","Subnat","LSOr108","Qasha s Nek",5.43,5.22,5.02,
"Lesotho","LSO","Subnat","LSOr107","Quthing",6.65,6.73,6.80,
"Lesotho","LSO","Subnat","LSOr110","Thaba-Tseka",5.52,5.26,4.99,
"Liberia","LBR","National","LBRt","Total",6.83,6.86,,
"Liberia","LBR","Urb/rur","LBRtu","Urban",6.87,6.86,,
"Liberia","LBR","Urb/rur","LBRtr","Rural",6.70,6.74,,
"Liberia","LBR","Poverty","LBRp1","Poor",6.59,6.60,,
"Liberia","LBR","Poverty","LBRp0","Nonpoor",8.04,8.06,,
"Liberia","LBR","Wealth quartiles","LBRw41","Lowest 25%",6.19,6.22,,
"Liberia","LBR","Wealth quartiles","LBRw42","Second 25%",7.08,7.16,,
"Liberia","LBR","Wealth quartiles","LBRw43","Third 25%",6.82,6.85,,
"Liberia","LBR","Wealth quartiles","LBRw44","Highest 25%",7.21,7.19,,
"Liberia","LBR","Subnat","LBRr201"," Monrovia",6.62,6.59,,
"Liberia","LBR","Subnat","LBRr206"," North Central",6.76,6.76,,
"Liberia","LBR","Subnat","LBRr202"," North Western",6.95,7.15,,
"Liberia","LBR","Subnat","LBRr203"," South Central",6.86,6.91,,
"Liberia","LBR","Subnat","LBRr204"," South Eastern A",7.00,7.08,,
"Liberia","LBR","Subnat","LBRr205"," South Eastern B",7.87,7.98,,
"Liberia","LBR","Subnat","LBRr101","Bomi",6.32,6.32,,
"Liberia","LBR","Subnat","LBRr102","Bong",5.68,5.68,,
"Liberia","LBR","Subnat","LBRr103","Gbarpolu",6.33,6.33,,
"Liberia","LBR","Subnat","LBRr104","Grand Bassa",5.90,5.90,,
"Liberia","LBR","Subnat","LBRr105","Grand Cape Mount",6.82,6.82,,
"Liberia","LBR","Subnat","LBRr106","Grand Gedeh",6.73,6.73,,
"Liberia","LBR","Subnat","LBRr107","Grand Kru",8.00,8.00,,
"Liberia","LBR","Subnat","LBRr108","Lofa",6.45,6.45,,
"Liberia","LBR","Subnat","LBRr109","Margibi",7.15,7.15,,
"Liberia","LBR","Subnat","LBRr110","Maryland",7.67,7.67,,
"Liberia","LBR","Subnat","LBRr111","Montserrado",6.73,6.73,,
"Liberia","LBR","Subnat","LBRr112","Nimba",7.76,7.76,,
"Liberia","LBR","Subnat","LBRr113","River Cess",6.65,6.65,,
"Liberia","LBR","Subnat","LBRr114","River Gee",6.83,6.83,,
"Liberia","LBR","Subnat","LBRr115","Sinoe",7.06,7.06,,
"Madagascar","MDG","National","MDGt","Total",5.78,5.76,5.74,5.72
"Madagascar","MDG","Urb/rur","MDGtu","Urban",5.37,5.34,5.30,5.27
"Madagascar","MDG","Urb/rur","MDGtr","Rural",5.91,5.89,5.88,5.86
"Madagascar","MDG","Poverty","MDGp1","Poor",5.83,5.81,5.79,5.77
"Madagascar","MDG","Poverty","MDGp0","Nonpoor",5.42,5.42,5.42,5.42
"Madagascar","MDG","Wealth quartiles","MDGw41","Lowest 25%",6.22,6.18,6.15,6.11
"Madagascar","MDG","Wealth quartiles","MDGw42","Second 25%",6.04,6.03,6.02,6.01
"Madagascar","MDG","Wealth quartiles","MDGw43","Third 25%",5.67,5.65,5.64,5.62
"Madagascar","MDG","Wealth quartiles","MDGw44","Highest 25%",5.10,5.09,5.07,5.05
"Madagascar","MDG","Subnat","MDGr201"," Antananarivo",5.35,5.33,5.30,5.28
"Madagascar","MDG","Subnat","MDGr206"," Antsiranana",5.02,4.95,4.88,4.81
"Madagascar","MDG","Subnat","MDGr202"," Fianarantsoa",6.39,6.40,6.42,6.43
"Madagascar","MDG","Subnat","MDGr204"," Mahajanga",5.83,5.79,5.76,5.72
"Madagascar","MDG","Subnat","MDGr203"," Toamasina",5.30,5.27,5.23,5.19
"Madagascar","MDG","Subnat","MDGr205"," Toliary",6.49,6.46,6.43,6.40
"Madagascar","MDG","Subnat","MDGr112","Alaotra Mangoro",5.41,5.41,5.41,5.41
"Madagascar","MDG","Subnat","MDGr101","Analamanga",4.95,4.95,4.95,4.95
"Madagascar","MDG","Subnat","MDGr111","Analanjirofo",4.95,4.95,4.95,4.95
"Madagascar","MDG","Subnat","MDGr106","Anamoroni Mania",6.15,6.15,6.15,6.15
"Madagascar","MDG","Subnat","MDGr118","Androy",7.20,7.20,7.20,7.20
"Madagascar","MDG","Subnat","MDGr119","Anosy",6.20,6.20,6.20,6.20
"Madagascar","MDG","Subnat","MDGr117","Atsimo Andrefana",6.15,6.15,6.15,6.15
"Madagascar","MDG","Subnat","MDGr109","Atsimo Atsinanana",7.46,7.46,7.46,7.46
"Madagascar","MDG","Subnat","MDGr110","Atsinanana",5.17,5.17,5.17,5.17
"Madagascar","MDG","Subnat","MDGr115","Betsiboka",5.88,5.88,5.88,5.88
"Madagascar","MDG","Subnat","MDGr113","Boeny",5.48,5.48,5.48,5.48
"Madagascar","MDG","Subnat","MDGr104","Bongolava",6.02,6.02,6.02,6.02
"Madagascar","MDG","Subnat","MDGr121","Diana",5.03,5.03,5.03,5.03
"Madagascar","MDG","Subnat","MDGr105","Haute Matsiatra",6.32,6.32,6.32,6.32
"Madagascar","MDG","Subnat","MDGr108","Ihorombe",5.84,5.84,5.84,5.84
"Madagascar","MDG","Subnat","MDGr103","Itasy",5.35,5.35,5.35,5.35
"Madagascar","MDG","Subnat","MDGr116","Melaky",5.96,5.96,5.96,5.96
"Madagascar","MDG","Subnat","MDGr120","Menabe",6.12,6.12,6.12,6.12
"Madagascar","MDG","Subnat","MDGr122","Sava",4.57,4.57,4.57,4.57
"Madagascar","MDG","Subnat","MDGr114","Sofia",5.76,5.76,5.76,5.76
"Madagascar","MDG","Subnat","MDGr102","Vakinankaratra",5.55,5.55,5.55,5.55
"Madagascar","MDG","Subnat","MDGr107","Vatovavy Fitovinany",6.03,6.03,6.03,6.03
"Malawi","MWI","National","MWIt","Total",5.60,5.56,5.52,5.47
"Malawi","MWI","Urb/rur","MWItu","Urban",5.37,5.30,5.23,5.16
"Malawi","MWI","Urb/rur","MWItr","Rural",5.64,5.60,5.56,5.52
"Malawi","MWI","Poverty","MWIp1","Poor",5.56,5.52,5.48,5.44
"Malawi","MWI","Poverty","MWIp0","Nonpoor",6.01,5.90,5.79,5.68
"Malawi","MWI","Wealth quartiles","MWIw41","Lowest 25%",5.20,5.15,5.11,5.06
"Malawi","MWI","Wealth quartiles","MWIw42","Second 25%",5.47,5.44,5.41,5.37
"Malawi","MWI","Wealth quartiles","MWIw43","Third 25%",5.82,5.78,5.74,5.71
"Malawi","MWI","Wealth quartiles","MWIw44","Highest 25%",5.86,5.80,5.74,5.68
"Malawi","MWI","Subnat","MWIr101","Blantyre",5.23,5.20,5.17,5.14
"Malawi","MWI","Subnat","MWIr102","Kasungu",5.97,5.90,5.83,5.75
"Malawi","MWI","Subnat","MWIr109","Lilongwe",5.45,5.42,5.39,5.36
"Malawi","MWI","Subnat","MWIr103","Machinga",5.60,5.56,5.52,5.48
"Malawi","MWI","Subnat","MWIr104","Mangochi",6.04,6.03,6.02,6.01
"Malawi","MWI","Subnat","MWIr110","Mulanje",5.46,5.46,5.46,5.46
"Malawi","MWI","Subnat","MWIr105","Mzimba",6.21,6.21,6.21,6.21
"Malawi","MWI","Subnat","MWIr112","Other central (Nkhota Kota, Mchinji, Dowa, Ntchisi, Dedza, Ntcheu)",5.53,5.47,5.41,5.35
"Malawi","MWI","Subnat","MWIr111","Other northern (Chitipa, Karonga, Rumphi, Nkhata Bay)",6.12,6.05,5.98,5.91
"Malawi","MWI","Subnat","MWIr113","Other southern (Balaka, Mwanza, Phalombe, Chiradzulu, Chikwawa, Nsanje, neno)",5.45,5.40,5.35,5.30
"Malawi","MWI","Subnat","MWIr106","Salima",5.94,5.96,5.99,6.01
"Malawi","MWI","Subnat","MWIr107","Thyolo",5.10,5.01,4.92,4.82
"Malawi","MWI","Subnat","MWIr108","Zomba",5.31,5.26,5.21,5.16
"Mali","MLI","National","MLIt","Total",7.50,7.57,7.65,7.73
"Mali","MLI","Urb/rur","MLItu","Urban",8.13,8.39,8.64,8.90
"Mali","MLI","Urb/rur","MLItr","Rural",7.31,7.33,7.35,7.37
"Mali","MLI","Poverty","MLIp1","Poor",7.17,7.17,7.18,7.19
"Mali","MLI","Poverty","MLIp0","Nonpoor",8.37,8.51,8.64,8.77
"Mali","MLI","Wealth quartiles","MLIw41","Lowest 25%",7.14,7.24,7.34,7.44
"Mali","MLI","Wealth quartiles","MLIw42","Second 25%",7.22,7.28,7.33,7.38
"Mali","MLI","Wealth quartiles","MLIw43","Third 25%",7.45,7.43,7.41,7.39
"Mali","MLI","Wealth quartiles","MLIw44","Highest 25%",8.14,8.32,8.49,8.66
"Mali","MLI","Subnat","MLIr108","Bamako",8.69,9.05,9.40,9.76
"Mali","MLI","Subnat","MLIr107","Gao and Kidal",6.47,6.44,6.42,6.39
"Mali","MLI","Subnat","MLIr101","Kayes",7.09,7.12,7.16,7.20
"Mali","MLI","Subnat","MLIr102","Koulikoro",7.09,7.23,7.36,7.49
"Mali","MLI","Subnat","MLIr105","Mopti",7.22,7.31,7.39,7.48
"Mali","MLI","Subnat","MLIr104","Segou",7.03,6.97,6.92,6.87
"Mali","MLI","Subnat","MLIr103","Sikasso",7.96,7.93,7.91,7.88
"Mali","MLI","Subnat","MLIr106","Tombouctou",7.15,7.25,7.35,7.45
"Mauritania","MRT","National","MRTt","Total",,,,
"Mauritania","MRT","Urb/rur","MRTtu","Urban",,,,
"Mauritania","MRT","Urb/rur","MRTtr","Rural",,,,
"Mauritania","MRT","Poverty","MRTp1","Poor",,,,
"Mauritania","MRT","Poverty","MRTp0","Nonpoor",,,,
"Mauritania","MRT","Wealth quartiles","MRTw41","Lowest 25%",,,,
"Mauritania","MRT","Wealth quartiles","MRTw42","Second 25%",,,,
"Mauritania","MRT","Wealth quartiles","MRTw43","Third 25%",,,,
"Mauritania","MRT","Wealth quartiles","MRTw44","Highest 25%",,,,
"Mauritania","MRT","Subnat","MRTr107","Adrar",,,,
"Mauritania","MRT","Subnat","MRTr103","Assaba",,,,
"Mauritania","MRT","Subnat","MRTr105","Brakna",,,,
"Mauritania","MRT","Subnat","MRTr104","Gorgol",,,,
"Mauritania","MRT","Subnat","MRTr110","Guidimagha",,,,
"Mauritania","MRT","Subnat","MRTr101","Hodh Charghi",,,,
"Mauritania","MRT","Subnat","MRTr102","Hodh Gharbi",,,,
"Mauritania","MRT","Subnat","MRTr112","Inchiri",,,,
"Mauritania","MRT","Subnat","MRTr108","Nouadhibou",,,,
"Mauritania","MRT","Subnat","MRTr109","Tagant",,,,
"Mauritania","MRT","Subnat","MRTr111","Tiris-Zemmour",,,,
"Mauritania","MRT","Subnat","MRTr106","Trarza incl Nouakchott",,,,
"Mauritius","MUS","National","MUSt","Total",5.38,5.38,,
"Mauritius","MUS","Urb/rur","MUStu","Urban",5.29,5.29,,
"Mauritius","MUS","Urb/rur","MUStr","Rural",5.44,5.44,,
"Mauritius","MUS","Poverty","MUSp1","Poor",4.54,4.54,,
"Mauritius","MUS","Poverty","MUSp0","Nonpoor",5.39,5.39,,
"Mauritius","MUS","Wealth quartiles","MUSw41","Lowest 25%",4.86,4.86,,
"Mauritius","MUS","Wealth quartiles","MUSw42","Second 25%",5.46,5.46,,
"Mauritius","MUS","Wealth quartiles","MUSw43","Third 25%",5.65,5.65,,
"Mauritius","MUS","Wealth quartiles","MUSw44","Highest 25%",5.51,5.51,,
"Mauritius","MUS","Subnat","MUSr101","North (Port Louis, Pamplemousses, Riviere du Rempart, Flacq, Moka)",5.43,5.43,,
"Mauritius","MUS","Subnat","MUSr103","Rodrigues",5.15,5.15,,
"Mauritius","MUS","Subnat","MUSr102","South (Grand Port, Savanne, Plaines Wilhems, Black River)",5.35,5.35,,
"Morocco","MAR","National","MARt","Total",7.70,7.77,7.85,
"Morocco","MAR","Urb/rur","MARtu","Urban",7.67,7.79,7.92,
"Morocco","MAR","Urb/rur","MARtr","Rural",7.75,7.75,7.75,
"Morocco","MAR","Poverty","MARp1","Poor",7.76,7.81,7.85,
"Morocco","MAR","Poverty","MARp0","Nonpoor",7.71,7.80,7.88,
"Morocco","MAR","Wealth quartiles","MARw41","Lowest 25%",7.60,7.61,7.61,
"Morocco","MAR","Wealth quartiles","MARw42","Second 25%",7.51,7.54,7.57,
"Morocco","MAR","Wealth quartiles","MARw43","Third 25%",7.96,8.09,8.22,
"Morocco","MAR","Wealth quartiles","MARw44","Highest 25%",7.73,7.87,8.00,
"Morocco","MAR","Subnat","MARr103","Centre",7.66,7.75,7.83,
"Morocco","MAR","Subnat","MARr102","Centre north",8.30,8.39,8.48,
"Morocco","MAR","Subnat","MARr105","Centre south",7.72,7.79,7.86,
"Morocco","MAR","Subnat","MARr104","Eastern",7.23,7.28,7.33,
"Morocco","MAR","Subnat","MARr101","North west",7.48,7.55,7.61,
"Morocco","MAR","Subnat","MARr107","South",7.53,7.57,7.60,
"Morocco","MAR","Subnat","MARr106","Tensift",8.32,8.44,8.55,
"Mozambique","MOZ","National","MOZt","Total",,,,
"Mozambique","MOZ","Urb/rur","MOZtu","Urban",,,,
"Mozambique","MOZ","Urb/rur","MOZtr","Rural",,,,
"Mozambique","MOZ","Poverty","MOZp1","Poor",,,,
"Mozambique","MOZ","Poverty","MOZp0","Nonpoor",,,,
"Mozambique","MOZ","Wealth quartiles","MOZw41","Lowest 25%",,,,
"Mozambique","MOZ","Wealth quartiles","MOZw42","Second 25%",,,,
"Mozambique","MOZ","Wealth quartiles","MOZw43","Third 25%",,,,
"Mozambique","MOZ","Wealth quartiles","MOZw44","Highest 25%",,,,
"Mozambique","MOZ","Subnat","MOZr102","Cabo delgado",,,,
"Mozambique","MOZ","Subnat","MOZr109","Gaza",,,,
"Mozambique","MOZ","Subnat","MOZr108","Inhambane",,,,
"Mozambique","MOZ","Subnat","MOZr106","Manica",,,,
"Mozambique","MOZ","Subnat","MOZr111","Maputo Cidade",,,,
"Mozambique","MOZ","Subnat","MOZr110","Maputo Provincia",,,,
"Mozambique","MOZ","Subnat","MOZr103","Nampula",,,,
"Mozambique","MOZ","Subnat","MOZr101","Niassa",,,,
"Mozambique","MOZ","Subnat","MOZr107","Sofala",,,,
"Mozambique","MOZ","Subnat","MOZr105","Tete",,,,
"Mozambique","MOZ","Subnat","MOZr104","Zambezia",,,,
"Namibia","NAM","National","NAMt","Total",6.29,6.24,,
"Namibia","NAM","Urb/rur","NAMtu","Urban",5.54,5.49,,
"Namibia","NAM","Urb/rur","NAMtr","Rural",6.97,6.94,,
"Namibia","NAM","Poverty","NAMp1","Poor",6.57,6.51,,
"Namibia","NAM","Poverty","NAMp0","Nonpoor",5.96,5.94,,
"Namibia","NAM","Wealth quartiles","NAMw41","Lowest 25%",6.91,6.90,,
"Namibia","NAM","Wealth quartiles","NAMw42","Second 25%",6.23,6.07,,
"Namibia","NAM","Wealth quartiles","NAMw43","Third 25%",6.39,6.39,,
"Namibia","NAM","Wealth quartiles","NAMw44","Highest 25%",5.53,5.52,,
"Namibia","NAM","Subnat","NAMr203"," Central",,,,
"Namibia","NAM","Subnat","NAMr202"," Northeast",,,,
"Namibia","NAM","Subnat","NAMr201"," Northwest",,,,
"Namibia","NAM","Subnat","NAMr204"," South",,,,
"Namibia","NAM","Subnat","NAMr101","Caprivi",5.57,5.53,,
"Namibia","NAM","Subnat","NAMr102","Erongo",4.73,4.70,,
"Namibia","NAM","Subnat","NAMr103","Hardap",5.36,5.23,,
"Namibia","NAM","Subnat","NAMr104","Karas",5.50,5.43,,
"Namibia","NAM","Subnat","NAMr108","Kavango",8.18,8.21,,
"Namibia","NAM","Subnat","NAMr105","Khomas",5.39,5.37,,
"Namibia","NAM","Subnat","NAMr106","Kunene",5.36,5.18,,
